code_article,libelle,region,site,agence,famille,sous_famille,sous_famille_base,quantite,CA
ART83145,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag3,Isolation,Vrac,Vrac,529,3902.35
ART27902,Ligne Basic,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Menuiserie,Volets,Volets,25,2034.46
ART44782,Cadre Alu,Nord,Site Nord 2,Site Nord 2-Ag1,Menuiserie,Volets,Volets,554,26263.78
ART81446,Ligne Basic,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Isolation,Laine,Laine,555,8005.55
ART72008,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Enduits,Enduits,313,7108.59
ART40605,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Couverture,Zinguerie,Zinguerie,636,18103.26
ART65568,Kit Standard,Nord,Site Nord 3,Site Nord 3-Ag1,Couverture,Étanchéité,Étanchéité,394,7814.79
ART61432,Gamme Plus,Sud,Site Sud 2,Site Sud 2-Ag1,Plâtre,Profilés,Profilés,2,35.89
ART97296,Bloc Confort,Sud,Site Sud 3,Site Sud 3-Ag2,Isolation,Vrac,Vrac,531,7000.28
ART48641,Gamme Plus,Sud,Site Sud 3,Site Sud 3-Ag2,Menuiserie,Portes,Portes,451,28135.29
ART32022,Ligne Basic,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Isolation,Panneaux,Panneaux,195,4990.93
ART82885,Gamme Plus,Est,Site Est 1,Site Est 1-Ag3,Couverture,Étanchéité,Étanchéité,529,7610.34
ART99219,Kit Standard,Est,Site Est 3,Site Est 3-Ag3,Plâtre,Enduits,Enduits,607,3290.26
ART98097,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Menuiserie,Fenêtres,Fenêtres,108,9347.56
ART74119,Bloc Confort,Nord,Site Nord 2,Site Nord 2-Ag1,Plâtre,Plaques,Plaques,115,2637.17
ART50211,Cheneau Eco,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Menuiserie,Volets,Volets,213,23607.04
ART31987,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag1,Outillage,Manuel,Manuel,330,12812.27
ART13559,Gamme Plus,Est,Site Est 1,Site Est 1-Ag2,Couverture,Zinguerie,Zinguerie,387,3076.56
ART64376,Bloc Confort,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Enduits,Enduits,648,14423.38
ART11440,Kit Standard,Nord,Site Nord 3,Site Nord 3-Ag4,Couverture,Étanchéité,Étanchéité,129,3286.87
ART90011,Kit Standard,Est,Site Est 1,Site Est 1-Ag2,Couverture,Tuiles,Tuiles,215,3361.19
ART23953,Battant Pro,Sud,Site Sud 3,Site Sud 3-Ag3,Outillage,Manuel,Manuel,271,12785.28
ART90963,Gamme Plus,Nord,Site Nord 2,Site Nord 2-Ag4,Isolation,Panneaux,Panneaux,554,7430.08
ART15453,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Outillage,Électroportatif,Électroportatif,339,19374.67
ART76832,Ligne Basic,Sud,Site Sud 2,Site Sud 2-Ag4,Couverture,Zinguerie,Zinguerie,61,210.29
ART98807,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag3,Couverture,Tuiles,Tuiles,307,2445.34
ART32667,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag1,Couverture,Étanchéité,Étanchéité,3,10.38
ART61713,Set Expert,Sud,Site Sud 3,Site Sud 3-Ag3,Isolation,Panneaux,Panneaux,229,3752.03
ART32089,Cadre Alu,Est,Site Est 2,Site Est 2-Ag3,Outillage,Manuel,Manuel,112,1900.65
ART28660,Set Expert,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Plâtre,Plaques,Plaques,585,11923.94
ART79632,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Isolation,Laine,Laine,133,903.93
ART55413,Bloc Confort,Est,Site Est 1,Site Est 1-Ag4,Plâtre,Plaques,Plaques,44,734.49
ART70465,Gamme Plus,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Outillage,Mesure,Mesure,22,848.53
ART94855,Cheneau Eco,Sud,Site Sud 3,Site Sud 3-Ag2,Outillage,Électroportatif,Électroportatif,273,6834.64
ART90005,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Outillage,Manuel,Manuel,143,4398.04
ART32141,Set Expert,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Couverture,Zinguerie,Zinguerie,41,260.34
ART19664,Bloc Confort,Sud,Site Sud 3,Site Sud 3-Ag2,Outillage,Électroportatif,Électroportatif,294,5439.33
ART80573,Ligne Basic,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Outillage,Mesure,Mesure,427,9886.36
ART10121,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag3,Outillage,Mesure,Mesure,400,8112.34
ART43326,Ligne Basic,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Plâtre,Profilés,Profilés,341,3653.57
ART80903,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Isolation,Panneaux,Panneaux,267,644.57
ART13472,Kit Standard,Sud,Site Sud 2,Site Sud 2-Ag1,Isolation,Vrac,Vrac,297,2554.98
ART17273,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Couverture,Tuiles,Tuiles,171,2636.41
ART26542,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Outillage,Électroportatif,Électroportatif,469,11067.54
ART46939,Gamme Plus,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Couverture,Zinguerie,Zinguerie,528,14606.31
ART23380,Kit Standard,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Couverture,Zinguerie,Zinguerie,333,5872.9
ART19063,Gamme Plus,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Couverture,Étanchéité,Étanchéité,559,8842.01
ART75688,Ligne Basic,Est,Site Est 3,Site Est 3-Ag1,Couverture,Tuiles,Tuiles,634,9737.26
ART51682,Cheneau Eco,Sud,Site Sud 2,Site Sud 2-Ag1,Outillage,Manuel,Manuel,507,26484.39
ART87497,Ligne Basic,Nord,Site Nord 1,Site Nord 1-Ag2,Couverture,Étanchéité,Étanchéité,358,1154.41
ART24230,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Outillage,Manuel,Manuel,140,1554.07
ART31289,Cheneau Eco,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Plâtre,Enduits,Enduits,241,2408.65
ART48289,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag1,Couverture,Zinguerie,Zinguerie,229,713.75
ART43331,Ligne Basic,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Plâtre,Plaques,Plaques,236,5841.85
ART65650,Battant Pro,Est,Site Est 2,Site Est 2-Ag3,Isolation,Panneaux,Panneaux,572,14913.04
ART47656,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Isolation,Laine,Laine,673,4248.68
ART65852,Set Expert,Sud,Site Sud 3,Site Sud 3-Ag2,Plâtre,Profilés,Profilés,649,18372.69
ART20704,Set Expert,Nord,Site Nord 1,Site Nord 1-Ag3,Outillage,Mesure,Mesure,228,1957.5
ART34585,Cheneau Eco,Est,Site Est 1,Site Est 1-Ag1,Isolation,Panneaux,Panneaux,545,5807.49
ART80949,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag3,Outillage,Manuel,Manuel,125,1158.88
ART29937,Battant Pro,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Couverture,Tuiles,Tuiles,558,7120.74
ART82035,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Plâtre,Plaques,Plaques,273,3258.6
ART43082,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Isolation,Panneaux,Panneaux,439,5648.13
ART48072,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag2,Outillage,Électroportatif,Électroportatif,230,9068.41
ART98709,Battant Pro,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Plâtre,Enduits,Enduits,329,2937.31
ART16353,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Isolation,Panneaux,Panneaux,198,3244.43
ART16592,Cadre Alu,Nord,Site Nord 2,Site Nord 2-Ag1,Couverture,Étanchéité,Étanchéité,356,6224.64
ART33681,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag3,Plâtre,Enduits,Enduits,195,2226.89
ART82903,Battant Pro,Sud,Site Sud 1,Site Sud 1-Ag2,Couverture,Tuiles,Tuiles,306,4804.08
ART10458,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Isolation,Laine,Laine,241,5961.66
ART83503,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag1,Isolation,Vrac,Vrac,327,2950.59
ART83445,Kit Standard,Est,Site Est 1,Site Est 1-Ag1,Couverture,Zinguerie,Zinguerie,289,687.17
ART30411,Battant Pro,Sud,Site Sud 1,Site Sud 1-Ag4,Isolation,Panneaux,Panneaux,640,9421.22
ART85855,Set Expert,Est,Site Est 2,Site Est 2-Ag1,Couverture,Tuiles,Tuiles,594,11413.53
ART13430,Kit Standard,Est,Site Est 3,Site Est 3-Ag2,Plâtre,Profilés,Profilés,366,5519.67
ART31163,Bloc Confort,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,Menuiserie,Portes,Portes,135,5305.24
ART72332,Gamme Plus,Nord,Site Nord 2,Site Nord 2-Ag3,Outillage,Manuel,Manuel,468,20778.31
ART26026,Cadre Alu,Nord,Site Nord 2,Site Nord 2-Ag2,Plâtre,Plaques,Plaques,332,8133.88
ART87830,Gamme Plus,Est,Site Est 2,Site Est 2-Ag1,Plâtre,Profilés,Profilés,381,7320.23
ART77249,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag3,Outillage,Électroportatif,Électroportatif,646,13506.77
ART73288,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag3,Menuiserie,Volets,Volets,637,29160.09
ART81847,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Plâtre,Plaques,Plaques,185,2063.65
ART29180,Ligne Basic,Sud,Site Sud 3,Site Sud 3-Ag1,Menuiserie,Fenêtres,Fenêtres,130,3952.96
ART40111,Ligne Basic,Sud,Site Sud 1,Site Sud 1-Ag2,Outillage,Mesure,Mesure,64,3012.68
ART21939,Ligne Basic,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Couverture,Étanchéité,Étanchéité,500,1204.03
ART99126,Cadre Alu,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Menuiserie,Volets,Volets,277,12007.43
ART16268,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Outillage,Manuel,Manuel,64,2265.78
ART66316,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Couverture,Zinguerie,Zinguerie,102,1490.13
ART63617,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Menuiserie,Portes,Portes,98,6295.76
ART22074,Kit Standard,Nord,Site Nord 2,Site Nord 2-Ag1,Plâtre,Plaques,Plaques,164,1696.72
ART85616,Cadre Alu,Nord,Site Nord 3,Site Nord 3-Ag1,Couverture,Zinguerie,Zinguerie,697,15648.55
ART21879,Cheneau Eco,Nord,Site Nord 3,Site Nord 3-Ag2,Outillage,Électroportatif,Électroportatif,10,165.42
ART61009,Cheneau Eco,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Isolation,Laine,Laine,250,7015.78
ART99608,Cheneau Eco,Nord,Site Nord 1,Site Nord 1-Ag2,Plâtre,Profilés,Profilés,107,674.38
ART83115,Kit Standard,Nord,Site Nord 2,Site Nord 2-Ag2,Couverture,Zinguerie,Zinguerie,31,449.32
ART48188,Ligne Basic,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Menuiserie,Volets,Volets,505,21176.0
ART68287,Ligne Basic,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Isolation,Laine,Laine,662,11135.62
ART15575,Kit Standard,Sud,Site Sud 3,Site Sud 3-Ag1,Plâtre,Plaques,Plaques,249,4762.82
ART56481,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Outillage,Mesure,Mesure,592,17360.35
ART40766,Cadre Alu,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Menuiserie,Fenêtres,Fenêtres,647,34222.5
ART54178,Kit Standard,Sud,Site Sud 1,Site Sud 1-Ag3,Outillage,Électroportatif,Électroportatif,502,30924.01
ART48198,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Couverture,Tuiles,Tuiles,594,4210.04
ART22218,Gamme Plus,Est,Site Est 1,Site Est 1-Ag1,Couverture,Étanchéité,Étanchéité,492,2031.16
ART46280,Set Expert,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Outillage,Mesure,Mesure,486,24483.65
ART49185,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Plâtre,Profilés,Profilés,123,422.04
ART19608,Cadre Alu,Nord,Site Nord 1,Site Nord 1-Ag3,Menuiserie,Fenêtres,Fenêtres,316,16015.7
ART70454,Cheneau Eco,Est,Site Est 1,Site Est 1-Ag1,Plâtre,Profilés,Profilés,646,9068.52
ART28027,Cadre Alu,Est,Site Est 1,Site Est 1-Ag1,Menuiserie,Fenêtres,Fenêtres,535,31707.65
ART63020,Set Expert,Sud,Site Sud 2,Site Sud 2-Ag2,Plâtre,Plaques,Plaques,435,8826.77
ART14514,Set Expert,Est,Site Est 3,Site Est 3-Ag3,Plâtre,Enduits,Enduits,214,5437.0
ART64878,Bloc Confort,Est,Site Est 3,Site Est 3-Ag4,Couverture,Zinguerie,Zinguerie,363,3286.31
ART56926,Kit Standard,Sud,Site Sud 3,Site Sud 3-Ag2,Isolation,Laine,Laine,188,2323.47
ART65029,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Couverture,Zinguerie,Zinguerie,558,11014.9
ART80331,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag3,Plâtre,Profilés,Profilés,336,7931.39
ART17093,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag3,Plâtre,Plaques,Plaques,357,5496.84
ART14736,Kit Standard,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Isolation,Laine,Laine,557,5464.75
ART16967,Kit Standard,Est,Site Est 3,Site Est 3-Ag2,Plâtre,Enduits,Enduits,179,576.8
ART14805,Battant Pro,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,Outillage,Manuel,Manuel,376,14278.96
ART67439,Cadre Alu,Est,Site Est 2,Site Est 2-Ag3,Couverture,Tuiles,Tuiles,50,468.47
ART99016,Kit Standard,Est,Site Est 3,Site Est 3-Ag1,Couverture,Tuiles,Tuiles,278,2577.73
ART32798,Cadre Alu,Sud,Site Sud 1,Site Sud 1-Ag4,Plâtre,Enduits,Enduits,322,8062.36
ART71146,Ligne Basic,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Isolation,Laine,Laine,389,6786.51
ART97231,Gamme Plus,Nord,Site Nord 2,Site Nord 2-Ag4,Isolation,Vrac,Vrac,90,1182.23
ART47078,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Menuiserie,Fenêtres,Fenêtres,94,2167.92
ART18768,Ligne Basic,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Plâtre,Enduits,Enduits,585,6975.18
ART18381,Bloc Confort,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Menuiserie,Fenêtres,Fenêtres,72,2926.72
ART77012,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag2,Isolation,Vrac,Vrac,526,3747.09
ART17734,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Isolation,Laine,Laine,250,3432.85
ART37664,Battant Pro,Nord,Site Nord 2,Site Nord 2-Ag1,Isolation,Panneaux,Panneaux,50,1249.66
ART89922,Cheneau Eco,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Outillage,Manuel,Manuel,107,1584.51
ART45768,Gamme Plus,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Enduits,Enduits,179,5539.3
ART67182,Gamme Plus,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Menuiserie,Portes,Portes,121,8721.82
ART51182,Gamme Plus,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Couverture,Tuiles,Tuiles,333,6453.12
ART23765,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag1,Menuiserie,Fenêtres,Fenêtres,137,9407.66
ART55192,Ligne Basic,Est,Site Est 2,Site Est 2-Ag2,Plâtre,Plaques,Plaques,592,2814.58
ART93592,Set Expert,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Outillage,Manuel,Manuel,671,41861.88
ART55635,Ligne Basic,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Plâtre,Plaques,Plaques,296,7425.64
ART55737,Kit Standard,Est,Site Est 3,Site Est 3-Ag1,Plâtre,Plaques,Plaques,565,12202.89
ART21544,Bloc Confort,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Couverture,Étanchéité,Étanchéité,203,4030.24
ART62090,Ligne Basic,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Menuiserie,Volets,Volets,627,19787.03
ART56609,Gamme Plus,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,Isolation,Laine,Laine,59,238.7
ART83799,Kit Standard,Est,Site Est 1,Site Est 1-Ag3,Plâtre,Plaques,Plaques,311,5492.42
ART45195,Bloc Confort,Sud,Site Sud 1,Site Sud 1-Ag1,Isolation,Laine,Laine,698,7106.07
ART30944,Cadre Alu,Nord,Site Nord 3,Site Nord 3-Ag4,Outillage,Mesure,Mesure,658,25007.33
ART11825,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Couverture,Tuiles,Tuiles,3,49.51
ART83557,Cheneau Eco,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Outillage,Manuel,Manuel,577,27690.84
ART94741,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Plâtre,Plaques,Plaques,42,1010.23
ART33280,Battant Pro,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Couverture,Tuiles,Tuiles,48,632.88
ART71425,Bloc Confort,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Menuiserie,Fenêtres,Fenêtres,358,33559.03
ART75510,Bloc Confort,Nord,Site Nord 2,Site Nord 2-Ag4,Outillage,Manuel,Manuel,511,26957.8
ART54333,Ligne Basic,Est,Site Est 2,Site Est 2-Ag1,Couverture,Zinguerie,Zinguerie,128,384.43
ART73924,Cheneau Eco,Sud,Site Sud 2,Site Sud 2-Ag3,Isolation,Vrac,Vrac,666,4803.03
ART80246,Bloc Confort,Ouest,Site Ouest 2,Site Ouest 2-Ag2,Plâtre,Profilés,Profilés,461,11586.87
ART17536,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag3,Menuiserie,Fenêtres,Fenêtres,302,14172.41
ART30370,Battant Pro,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Plâtre,Plaques,Plaques,119,3298.93
ART56009,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Plâtre,Profilés,Profilés,224,2882.11
ART20987,Gamme Plus,Est,Site Est 2,Site Est 2-Ag1,Outillage,Manuel,Manuel,108,3712.49
ART49761,Gamme Plus,Sud,Site Sud 2,Site Sud 2-Ag1,Plâtre,Plaques,Plaques,457,5006.36
ART63736,Cadre Alu,Sud,Site Sud 2,Site Sud 2-Ag1,Menuiserie,Fenêtres,Fenêtres,545,53485.28
ART78063,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Plâtre,Profilés,Profilés,417,10672.72
ART94741,Gamme Plus,Est,Site Est 2,Site Est 2-Ag2,Outillage,Manuel,Manuel,37,1531.68
ART67937,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Plâtre,Profilés,Profilés,10,36.41
ART61202,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag1,Isolation,Laine,Laine,160,2364.38
ART19006,Cadre Alu,Nord,Site Nord 3,Site Nord 3-Ag4,Outillage,Électroportatif,Électroportatif,21,490.38
ART41191,Cadre Alu,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Plâtre,Plaques,Plaques,397,10676.58
ART91414,Kit Standard,Est,Site Est 2,Site Est 2-Ag1,Menuiserie,Volets,Volets,220,15987.28
ART61267,Ligne Basic,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Outillage,Manuel,Manuel,343,11699.26
ART70477,Bloc Confort,Ouest,Site Ouest 3,Site Ouest 3-Ag1,Isolation,Vrac,Vrac,462,5224.49
ART28976,Ligne Basic,Sud,Site Sud 2,Site Sud 2-Ag2,Menuiserie,Fenêtres,Fenêtres,577,29139.41
ART90599,Cheneau Eco,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Menuiserie,Fenêtres,Fenêtres,106,3278.86
ART20084,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag2,Couverture,Étanchéité,Étanchéité,195,3209.76
ART89576,Set Expert,Sud,Site Sud 2,Site Sud 2-Ag2,Plâtre,Profilés,Profilés,167,2799.11
ART26036,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Isolation,Vrac,Vrac,169,4660.18
ART77121,Battant Pro,Ouest,Site Ouest 1,Site Ouest 1-Ag4,Outillage,Mesure,Mesure,374,12672.01
ART18150,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag4,Outillage,Électroportatif,Électroportatif,250,6373.97
ART51300,Kit Standard,Est,Site Est 1,Site Est 1-Ag1,Menuiserie,Fenêtres,Fenêtres,319,15493.48
ART80025,Bloc Confort,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Plâtre,Profilés,Profilés,132,3383.5
ART87825,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Couverture,Étanchéité,Étanchéité,86,439.05
ART93451,Gamme Plus,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Isolation,Vrac,Vrac,172,753.81
ART99450,Bloc Confort,Est,Site Est 3,Site Est 3-Ag1,Isolation,Laine,Laine,390,6039.71
ART20297,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Isolation,Panneaux,Panneaux,222,2816.86
ART26865,Battant Pro,Nord,Site Nord 3,Site Nord 3-Ag1,Isolation,Panneaux,Panneaux,606,4296.03
ART28534,Cadre Alu,Est,Site Est 3,Site Est 3-Ag4,Couverture,Étanchéité,Étanchéité,345,3095.37
ART52598,Set Expert,Nord,Site Nord 1,Site Nord 1-Ag1,Isolation,Panneaux,Panneaux,199,838.92
ART43081,Set Expert,Sud,Site Sud 2,Site Sud 2-Ag1,Outillage,Électroportatif,Électroportatif,522,18779.35
ART60716,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Couverture,Étanchéité,Étanchéité,170,1124.63
ART17764,Ligne Basic,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Isolation,Laine,Laine,26,535.78
ART92528,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Menuiserie,Fenêtres,Fenêtres,255,25626.27
ART77029,Ligne Basic,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Plâtre,Enduits,Enduits,53,1362.49
ART26589,Ligne Basic,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Isolation,Panneaux,Panneaux,538,7552.52
ART21918,Ligne Basic,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Outillage,Mesure,Mesure,348,18798.24
ART40481,Ligne Basic,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Plaques,Plaques,128,1871.12
ART90503,Cheneau Eco,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Couverture,Zinguerie,Zinguerie,456,5501.34
ART74919,Kit Standard,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Menuiserie,Volets,Volets,681,58416.39
ART67920,Bloc Confort,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Outillage,Manuel,Manuel,201,4134.18
ART67084,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag1,Outillage,Manuel,Manuel,657,24370.6
ART23646,Kit Standard,Sud,Site Sud 2,Site Sud 2-Ag2,Couverture,Étanchéité,Étanchéité,232,1390.58
ART15944,Set Expert,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Outillage,Manuel,Manuel,190,6212.03
ART49059,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag2,Menuiserie,Fenêtres,Fenêtres,155,5713.19
ART86388,Kit Standard,Sud,Site Sud 3,Site Sud 3-Ag2,Outillage,Manuel,Manuel,696,42086.31
ART46663,Ligne Basic,Sud,Site Sud 3,Site Sud 3-Ag4,Couverture,Zinguerie,Zinguerie,562,1567.21
ART46695,Kit Standard,Nord,Site Nord 3,Site Nord 3-Ag4,Menuiserie,Fenêtres,Fenêtres,402,12280.08
ART45255,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag2,Menuiserie,Portes,Portes,405,22657.34
ART13260,Set Expert,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Outillage,Mesure,Mesure,111,2475.43
ART74515,Ligne Basic,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Menuiserie,Volets,Volets,78,2729.99
ART47905,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Menuiserie,Portes,Portes,532,48722.96
ART48682,Kit Standard,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Isolation,Laine,Laine,330,2329.28
ART53024,Ligne Basic,Sud,Site Sud 3,Site Sud 3-Ag4,Isolation,Panneaux,Panneaux,280,3621.02
ART83197,Battant Pro,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Plâtre,Profilés,Profilés,240,3562.63
ART33623,Bloc Confort,Est,Site Est 2,Site Est 2-Ag1,Plâtre,Enduits,Enduits,117,1362.87
ART15207,Bloc Confort,Est,Site Est 2,Site Est 2-Ag3,Couverture,Zinguerie,Zinguerie,397,2800.09
ART79576,Battant Pro,Sud,Site Sud 3,Site Sud 3-Ag3,Menuiserie,Portes,Portes,313,19798.79
ART24488,Cadre Alu,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Outillage,Mesure,Mesure,563,14021.1
ART78032,Set Expert,Est,Site Est 2,Site Est 2-Ag3,Couverture,Tuiles,Tuiles,240,1285.33
ART50931,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag1,Menuiserie,Portes,Portes,92,6686.86
ART45560,Gamme Plus,Sud,Site Sud 2,Site Sud 2-Ag3,Outillage,Manuel,Manuel,51,426.92
ART83320,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Menuiserie,Fenêtres,Fenêtres,138,8071.96
ART39012,Bloc Confort,Sud,Site Sud 3,Site Sud 3-Ag4,Plâtre,Enduits,Enduits,291,7741.6
ART58354,Set Expert,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Plâtre,Enduits,Enduits,645,11093.23
ART68319,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag2,Plâtre,Profilés,Profilés,150,2910.5
