code_article,libelle,region,site,agence,famille,sous_famille,sous_famille_base,quantite,CA
ART84903,Kit Standard,Nord,Site Nord 3,Site Nord 3-Ag4,Plâtre,Profilés,Profilés,13.0,55.25
ART20358,Kit Standard,EST,Site Est 1,Site Est 1-Ag1,Plâtre,,Profilés,524.0,4109.93
ART73480,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Isolation,Laine,Laine,561.0,13110.94
ART33009,Gamme Plus,Est,Site Est 2,Site Est 2-Ag3,Isolation,Panneaux,Panneaux,307.0,4433.51
ART45439,Battant Pro,,Site Ouest 2,Site Ouest 2-Ag2,,Portes,Portes,373.0,-23397.78
ART87152,Battant Pro,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Outillage,Électroportatif,Électroportatif,295.0,4268.99
ART88772,Kit Standard,,Site Nord 2,Site Nord 2-Ag4,Plâtre,Profilés,Profilés,114.0,1868.7
ART30458,Battant Pro,,Site Est 2,Site Est 2-Ag2,Outillage,Manuel,Manuel,181.0,5251.27
ART35600,Set Expert,Sud,Site Sud 1,Site Sud 1-Ag1,Menuiserie,Volets,Volets,,11816.58
ART59870,Bloc Confort,,Site Nord 2,Site Nord 2-Ag4,Outillage,Mesure,Mesure,209.0,4732.67
ART71451,Kit Standard,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Menuiserie,Portes,Portes,,61295.62
ART25499,Kit Standard,Nord,Site Nord 3,Site Nord 3-Ag4,Outillage,,Manuel,572.0,12128.67
ART76865,Bloc Confort,Est,Site Est 3,Site Est 3-Ag4,Menuiserie,Fenêtres,Fenêtres,213.0,7460.38
ART82781,Bloc Confort,Nord,Site Nord 3,Site Nord 3-Ag4,,Panneaux,Panneaux,,1549.3
ART62841,Ligne Basic,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,,Électroportatif,Électroportatif,518.0,
ART47111,Gamme Plus,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Menuiserie,Volets,Volets,258.0,11780.41
ART64891,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Menuiserie,Portes,Portes,377000.0,-28192.6
ART46319,Bloc Confort,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Isolation,Panneaux,Panneaux,354.0,
ART53232,Kit Standard,,Site Nord 2,Site Nord 2-Ag4,Isolation,Laine,Laine,12000.0,97.94
ART24488,Cadre Alu,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Outillage,Mesure,Mesure,563.0,14021.1
ART60310,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Isolation,Vrac,Vrac,,872.45
ART93994,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag2,,Électroportatif,Électroportatif,376.0,16447.17
ART25060,Battant Pro,Sud,Site Sud 3,Site Sud 3-Ag3,Isolation,Panneaux,Panneaux,27.0,636.78
ART62989,Cheneau Eco,,Site Est 1,Site Est 1-Ag4,Isolation,Vrac,Vrac,119.0,1082.78
ART43043,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Menuiserie,,Portes,229.0,10699.4
ART56025,Battant Pro,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,,Tuiles,Tuiles,455.0,
ART73943,Battant Pro,Est,Site Est 3,Site Est 3-Ag1,Couverture,Étanchéité,Étanchéité,636.0,12389.39
ART58354,Set Expert,,Site Île-de-France 3,Site Île-de-France 3-Ag2,,Enduits,Enduits,645.0,11093.23
ART71248,Cadre Alu,Est,Site Est 2,Site Est 2-Ag1,Menuiserie,Fenêtres,Fenêtres,268000.0,9625.33
ART42411,Cheneau Eco,Est,Site Est 3,Site Est 3-Ag3,Couverture,Tuiles,Tuiles,108.0,
ART69862,Set Expert,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,Menuiserie,Portes,Portes,51.0,3322.34
ART39384,Kit Standard,Sud,Site Sud 1,Site Sud 1-Ag4,Couverture,Zinguerie,Zinguerie,524.0,1479.23
ART54716,Cadre Alu,Nord,Site Nord 1,Site Nord 1-Ag3,Isolation,Vrac,Vrac,342.0,1875.93
ART22840,Set Expert,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag4,Menuiserie,Portes,Portes,696.0,58093.75
ART83616,Set Expert,OUEST,Site Ouest 3,Site Ouest 3-Ag2,Couverture,Tuiles,Tuiles,82.0,1202.1
ART54276,Ligne Basic,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Isolation,Panneaux,Panneaux,532.0,11512.31
ART76589,Cheneau Eco,NORD,Site Nord 3,Site Nord 3-Ag4,Menuiserie,Volets,Volets,,2847.09
ART78761,Kit Standard,,Site Est 2,Site Est 2-Ag4,Couverture,Tuiles,Tuiles,205.0,1104.71
ART40475,Gamme Plus,Est,Site Est 3,Site Est 3-Ag4,Menuiserie,Volets,Volets,146.0,
ART14904,Battant Pro,,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Profilés,Profilés,364.0,
ART32507,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag2,Couverture,,Tuiles,454.0,2303.54
ART11587,Battant Pro,,Site Île-de-France 1,Site Île-de-France 1-Ag2,Couverture,Zinguerie,Zinguerie,317.0,5255.62
ART65921,Bloc Confort,Sud,Site Sud 3,Site Sud 3-Ag3,Couverture,Tuiles,Tuiles,158.0,737.64
ART17381,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag3,Couverture,Tuiles,Tuiles,577.0,4408.12
ART14102,Kit Standard,Sud,Site Sud 2,Site Sud 2-Ag1,,Enduits,Enduits,141.0,
ART73815,Set Expert,,Site Île-de-France 1,Site Île-de-France 1-Ag1,Outillage,Mesure,Mesure,,580.94
ART63705,Set Expert,ÎLE-DE-FRANCE,Site Île-de-France 2,Site Île-de-France 2-Ag2,Plâtre,,Enduits,534.0,10076.77
ART99289,Bloc Confort,,Site Île-de-France 3,Site Île-de-France 3-Ag3,Outillage,Manuel,Manuel,613.0,8525.58
ART49286,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Menuiserie,,Volets,304.0,26047.81
ART10663,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Plâtre,Plaques,Plaques,,
ART45029,Cheneau Eco,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,,Mesure,Mesure,406.0,8797.41
ART19656,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag2,,Électroportatif,Électroportatif,,
ART38612,Set Expert,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Isolation,,Panneaux,664.0,
ART60196,Bloc Confort,Est,Site Est 2,Site Est 2-Ag3,Plâtre,Enduits,Enduits,357.0,
ART88316,Cadre Alu,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Menuiserie,Volets,Volets,245.0,10428.56
ART97609,Ligne Basic,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Isolation,Vrac,Vrac,186.0,-3917.45
ART35816,Set Expert,Nord,Site Nord 3,Site Nord 3-Ag4,,Électroportatif,Électroportatif,55.0,3232.44
ART24795,Cadre Alu,,Site Nord 3,Site Nord 3-Ag1,Plâtre,Profilés,Profilés,667.0,5107.6
ART88523,Gamme Plus,Sud,Site Sud 2,Site Sud 2-Ag3,Couverture,Tuiles,Tuiles,591000.0,8880.78
ART58842,Battant Pro,,Site Nord 1,Site Nord 1-Ag4,Isolation,,Laine,,2264.35
ART43733,Kit Standard,Est,Site Est 2,Site Est 2-Ag2,Plâtre,,Plaques,395.0,
ART60272,Gamme Plus,,Site Île-de-France 3,Site Île-de-France 3-Ag3,Plâtre,Profilés,Profilés,180.0,6048.34
ART85065,Gamme Plus,Est,Site Est 1,Site Est 1-Ag3,,,Plaques,89.0,1818.39
ART86951,Cheneau Eco,Est,Site Est 1,Site Est 1-Ag3,Isolation,,Panneaux,188.0,
ART50521,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag1,Isolation,Panneaux,Panneaux,,13678.14
ART44354,Set Expert,Sud,Site Sud 1,Site Sud 1-Ag4,,Mesure,Mesure,99.0,3082.76
ART97682,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag4,Menuiserie,Portes,Portes,685.0,57774.48
ART12793,Bloc Confort,Est,Site Est 2,Site Est 2-Ag3,Outillage,Mesure,Mesure,684.0,
ART90602,Set Expert,NORD,Site Nord 3,Site Nord 3-Ag3,Menuiserie,Portes,Portes,475.0,19670.68
ART39009,Gamme Plus,,Site Ouest 1,Site Ouest 1-Ag2,,Laine,Laine,394.0,
ART62169,Cadre Alu,Est,Site Est 3,Site Est 3-Ag3,Isolation,Panneaux,Panneaux,22000.0,256.33
ART27500,Ligne Basic,,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Enduits,Enduits,381.0,4473.91
ART57998,Battant Pro,,Site Île-de-France 2,Site Île-de-France 2-Ag4,,Étanchéité,Étanchéité,145.0,1209.45
ART92440,Cheneau Eco,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Outillage,Manuel,Manuel,494.0,19293.51
ART95421,Bloc Confort,,Site Ouest 3,Site Ouest 3-Ag1,Isolation,Panneaux,Panneaux,444000.0,4342.42
ART97776,Kit Standard,Nord,Site Nord 3,Site Nord 3-Ag1,Isolation,Laine,Laine,95.0,1136.55
ART98923,Battant Pro,Nord,Site Nord 2,Site Nord 2-Ag3,Couverture,,Tuiles,35000.0,232.6
ART56426,Ligne Basic,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Menuiserie,Fenêtres,Fenêtres,18.0,783.91
ART52003,Battant Pro,Nord,Site Nord 3,Site Nord 3-Ag3,Couverture,Tuiles,Tuiles,,3105.25
ART30200,Battant Pro,,Site Ouest 2,Site Ouest 2-Ag4,Isolation,Laine,Laine,38.0,668.91
ART18043,Gamme Plus,Est,Site Est 1,Site Est 1-Ag1,Outillage,Mesure,Mesure,90.0,3755.34
ART54529,Battant Pro,Nord,Site Nord 3,Site Nord 3-Ag2,,Manuel,Manuel,28.0,
ART84031,Set Expert,,Site Île-de-France 1,Site Île-de-France 1-Ag4,Plâtre,Profilés,Profilés,342.0,13365.1
ART54913,Set Expert,SUD,Site Sud 3,Site Sud 3-Ag1,Outillage,Mesure,Mesure,,
ART75180,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag1,Isolation,,Panneaux,398.0,
ART44792,Cadre Alu,Est,Site Est 2,Site Est 2-Ag1,Outillage,Manuel,Manuel,,2451.08
ART89747,Cadre Alu,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Plâtre,Profilés,Profilés,154.0,2104.26
ART54604,Bloc Confort,Sud,Site Sud 2,Site Sud 2-Ag4,Outillage,Mesure,Mesure,665.0,12311.43
ART13333,Kit Standard,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Menuiserie,Portes,Portes,299.0,19822.92
ART14672,Bloc Confort,Est,Site Est 1,Site Est 1-Ag1,,Plaques,Plaques,207.0,2823.45
ART63583,Set Expert,Est,Site Est 2,Site Est 2-Ag3,Menuiserie,Volets,Volets,656.0,26539.71
ART49243,Gamme Plus,Sud,Site Sud 1,Site Sud 1-Ag2,,Portes,Portes,,16701.67
ART98895,Ligne Basic,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Couverture,,Zinguerie,573.0,7670.93
ART83747,Kit Standard,,Site Nord 3,Site Nord 3-Ag3,,Zinguerie,Zinguerie,591.0,
ART50931,Gamme Plus,Nord,Site Nord 1,Site Nord 1-Ag1,,Portes,Portes,92.0,6686.86
ART66257,Bloc Confort,,Site Île-de-France 3,Site Île-de-France 3-Ag4,Menuiserie,Portes,Portes,586000.0,47511.61
ART38354,Set Expert,Sud,Site Sud 3,Site Sud 3-Ag2,Plâtre,Profilés,Profilés,,7502.6
ART16521,Cadre Alu,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,,,Zinguerie,457.0,9688.85
ART76876,Cheneau Eco,Sud,Site Sud 1,Site Sud 1-Ag3,Isolation,Vrac,Vrac,,5290.94
ART34013,Gamme Plus,Sud,Site Sud 2,Site Sud 2-Ag1,Couverture,Tuiles,Tuiles,54.0,198.53
ART63027,Gamme Plus,NORD,Site Nord 1,Site Nord 1-Ag4,Outillage,Manuel,Manuel,568.0,25184.22
ART83440,Ligne Basic,Ouest,Site Ouest 2,Site Ouest 2-Ag3,Couverture,Étanchéité,Étanchéité,,2343.34
ART71390,Set Expert,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Isolation,,Laine,373.0,829.14
ART32917,Set Expert,Sud,Site Sud 1,Site Sud 1-Ag2,Isolation,Vrac,Vrac,291.0,3288.09
ART84920,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Plaques,Plaques,683.0,15575.95
ART67937,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Plâtre,Profilés,Profilés,10.0,36.41
ART49632,Ligne Basic,,Site Est 3,Site Est 3-Ag4,Menuiserie,,Fenêtres,482.0,15450.14
ART55794,Bloc Confort,SUD,Site Sud 1,Site Sud 1-Ag1,Isolation,Laine,Laine,,
ART73530,Gamme Plus,,Site Est 3,Site Est 3-Ag1,Plâtre,Plaques,Plaques,,1788.09
ART74454,Cadre Alu,EST,Site Est 3,Site Est 3-Ag2,Isolation,Panneaux,Panneaux,502.0,4810.43
ART40399,Ligne Basic,SUD,Site Sud 3,Site Sud 3-Ag1,Plâtre,Plaques,Plaques,346.0,2567.46
ART16570,Gamme Plus,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Couverture,Zinguerie,Zinguerie,593000.0,13341.49
ART98293,Battant Pro,Est,Site Est 1,Site Est 1-Ag1,,,Étanchéité,292.0,505.07
ART22593,Kit Standard,,Site Nord 2,Site Nord 2-Ag2,Isolation,Laine,Laine,,9113.79
ART87426,Cheneau Eco,Sud,Site Sud 2,Site Sud 2-Ag3,,Étanchéité,Étanchéité,59.0,1168.94
ART79580,Kit Standard,Ouest,Site Ouest 3,Site Ouest 3-Ag3,Plâtre,Plaques,Plaques,409.0,14132.05
ART93101,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,Menuiserie,Portes,Portes,416.0,21689.04
ART38124,Set Expert,ÎLE-DE-FRANCE,Site Île-de-France 3,Site Île-de-France 3-Ag3,Menuiserie,Fenêtres,Fenêtres,420.0,37769.34
ART31326,Cheneau Eco,Nord,Site Nord 3,Site Nord 3-Ag1,Couverture,Zinguerie,Zinguerie,86.0,472.49
ART31230,Ligne Basic,Ouest,Site Ouest 3,Site Ouest 3-Ag2,Isolation,,Vrac,4.0,25.06
ART35665,Kit Standard,Est,Site Est 1,Site Est 1-Ag3,Menuiserie,,Volets,136.0,6585.42
ART37280,Bloc Confort,,Site Nord 3,Site Nord 3-Ag3,Isolation,,Panneaux,,7274.79
ART41771,Ligne Basic,,Site Sud 1,Site Sud 1-Ag1,Couverture,Tuiles,Tuiles,,6580.24
ART79414,Kit Standard,Est,Site Est 2,Site Est 2-Ag4,Couverture,,Étanchéité,,
ART52209,Bloc Confort,Nord,Site Nord 1,Site Nord 1-Ag1,Menuiserie,,Fenêtres,462.0,15578.16
ART87420,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag3,Outillage,Manuel,Manuel,227.0,
ART96658,Gamme Plus,Sud,Site Sud 2,Site Sud 2-Ag3,Plâtre,Profilés,Profilés,107000.0,2607.49
ART20084,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag2,Menuiserie,Fenêtres,Fenêtres,500.0,14909.41
ART37225,Ligne Basic,Sud,Site Sud 3,Site Sud 3-Ag4,Outillage,Manuel,Manuel,300.0,21073.15
ART80949,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag3,,Manuel,Manuel,125.0,1158.88
ART92704,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Outillage,Électroportatif,Électroportatif,466.0,13842.03
ART32436,Cheneau Eco,,Site Est 2,Site Est 2-Ag1,Menuiserie,Volets,Volets,587.0,44428.36
ART91940,Bloc Confort,,Site Île-de-France 2,Site Île-de-France 2-Ag2,Isolation,Panneaux,Panneaux,340.0,
ART46824,Set Expert,Sud,Site Sud 3,Site Sud 3-Ag3,Menuiserie,Volets,Volets,381.0,14803.48
ART39799,Kit Standard,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Menuiserie,Fenêtres,Fenêtres,257.0,
ART36586,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag4,Couverture,Tuiles,Tuiles,346000.0,4241.73
ART44165,Set Expert,Sud,Site Sud 3,Site Sud 3-Ag4,Isolation,,Panneaux,257.0,
ART31603,Ligne Basic,Sud,Site Sud 2,Site Sud 2-Ag4,,Panneaux,Panneaux,158.0,3527.26
ART99752,Kit Standard,Est,Site Est 2,Site Est 2-Ag4,Plâtre,Enduits,Enduits,,
ART32222,Battant Pro,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Isolation,,Laine,264.0,8855.63
ART55273,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Outillage,Mesure,Mesure,184.0,7667.83
ART49635,Ligne Basic,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Plâtre,Plaques,Plaques,201000.0,
ART73607,Cheneau Eco,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Plâtre,Plaques,Plaques,689.0,17362.02
ART91845,Kit Standard,Ouest,Site Ouest 3,Site Ouest 3-Ag4,Menuiserie,Portes,Portes,476.0,18422.71
ART72197,Bloc Confort,Est,Site Est 1,Site Est 1-Ag1,Plâtre,Profilés,Profilés,,15575.66
ART13436,Kit Standard,Nord,Site Nord 1,Site Nord 1-Ag1,Isolation,Laine,Laine,157.0,3735.67
ART36421,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag2,Plâtre,,Enduits,319.0,
ART94822,Cadre Alu,Ouest,Site Ouest 3,Site Ouest 3-Ag4,,Vrac,Vrac,267000.0,
ART64322,Ligne Basic,,Site Sud 2,Site Sud 2-Ag1,Outillage,Manuel,Manuel,526.0,7337.6
ART89113,Bloc Confort,,Site Île-de-France 3,Site Île-de-France 3-Ag2,Plâtre,Plaques,Plaques,229.0,1388.48
ART61058,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag3,Outillage,Mesure,Mesure,125.0,
ART27821,Kit Standard,Ouest,Site Ouest 1,Site Ouest 1-Ag1,Plâtre,Enduits,Enduits,,7283.65
ART55503,Gamme Plus,Est,Site Est 1,Site Est 1-Ag4,Couverture,,Tuiles,175.0,4395.48
ART60326,Ligne Basic,Est,Site Est 1,Site Est 1-Ag3,Menuiserie,Fenêtres,Fenêtres,423.0,31269.66
ART97671,Ligne Basic,Nord,Site Nord 3,Site Nord 3-Ag4,Couverture,Étanchéité,Étanchéité,202.0,3527.92
ART21102,Ligne Basic,Est,Site Est 2,Site Est 2-Ag2,Outillage,Manuel,Manuel,,4527.54
ART23018,Battant Pro,Est,Site Est 1,Site Est 1-Ag2,Menuiserie,Volets,Volets,40.0,2750.19
ART34214,Ligne Basic,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag4,Outillage,,Mesure,643.0,
ART76731,Bloc Confort,Nord,Site Nord 3,Site Nord 3-Ag2,Isolation,,Laine,274.0,
ART41536,Cadre Alu,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,,Laine,Laine,,15371.02
ART13779,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Couverture,Tuiles,Tuiles,115.0,2250.37
ART88110,Kit Standard,,Site Sud 2,Site Sud 2-Ag1,Plâtre,,Plaques,211.0,5148.01
ART26050,Cadre Alu,EST,Site Est 3,Site Est 3-Ag2,Plâtre,Profilés,Profilés,336.0,
ART70243,Cadre Alu,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Couverture,Zinguerie,Zinguerie,505.0,
ART94391,Battant Pro,Est,Site Est 3,Site Est 3-Ag4,,Électroportatif,Électroportatif,389.0,
ART19675,Kit Standard,Est,Site Est 2,Site Est 2-Ag3,Plâtre,Enduits,Enduits,,
ART31388,Battant Pro,,Site Est 3,Site Est 3-Ag2,Plâtre,,Enduits,147.0,2833.28
ART28318,Set Expert,,Site Nord 2,Site Nord 2-Ag4,Isolation,Vrac,Vrac,541.0,5242.81
ART21397,Set Expert,Sud,Site Sud 1,Site Sud 1-Ag1,Couverture,Zinguerie,Zinguerie,620.0,5987.94
ART95675,Gamme Plus,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag2,,Mesure,Mesure,515.0,32546.4
ART41897,Set Expert,,Site Est 3,Site Est 3-Ag3,Menuiserie,Fenêtres,Fenêtres,,25649.02
ART34539,Kit Standard,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Menuiserie,Volets,Volets,615.0,40275.86
ART26761,Set Expert,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,Outillage,Électroportatif,Électroportatif,521.0,13849.13
ART94548,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Menuiserie,Fenêtres,Fenêtres,93.0,7954.97
ART11766,Ligne Basic,Est,Site Est 1,Site Est 1-Ag3,Isolation,,Vrac,402000.0,6420.65
ART31256,Bloc Confort,,Site Est 1,Site Est 1-Ag3,Couverture,Étanchéité,Étanchéité,510.0,7621.71
ART21345,Battant Pro,Sud,Site Sud 2,Site Sud 2-Ag3,Isolation,Laine,Laine,54.0,554.42
ART34774,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag2,,,Enduits,34.0,613.92
ART93831,Cadre Alu,Nord,Site Nord 3,Site Nord 3-Ag1,Isolation,Panneaux,Panneaux,89.0,
ART73426,Cadre Alu,OUEST,Site Ouest 3,Site Ouest 3-Ag2,Plâtre,Enduits,Enduits,,8500.5
ART57506,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag1,,Fenêtres,Fenêtres,,38308.56
ART90005,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag1,Outillage,Manuel,Manuel,143.0,4398.04
ART83806,Cadre Alu,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Isolation,Panneaux,Panneaux,675.0,22989.18
ART20363,Battant Pro,,Site Ouest 1,Site Ouest 1-Ag4,,Portes,Portes,274.0,
ART90575,Gamme Plus,Est,Site Est 3,Site Est 3-Ag4,,,Électroportatif,,28094.47
ART60972,Cheneau Eco,Est,Site Est 2,Site Est 2-Ag3,Isolation,Vrac,Vrac,,1110.6
ART30944,Battant Pro,NORD,Site Nord 1,Site Nord 1-Ag3,Outillage,Électroportatif,Électroportatif,699.0,14485.45
ART16457,Kit Standard,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,Menuiserie,,Portes,84.0,9660.96
ART73792,Kit Standard,Sud,Site Sud 3,Site Sud 3-Ag4,Plâtre,Profilés,Profilés,,4770.44
ART10639,Bloc Confort,Nord,Site Nord 2,Site Nord 2-Ag2,,Zinguerie,Zinguerie,,9339.13
ART51996,Kit Standard,Est,Site Est 1,Site Est 1-Ag2,Couverture,Tuiles,Tuiles,121.0,1618.8
ART98153,Kit Standard,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Outillage,Manuel,Manuel,579000.0,35846.06
ART44746,Cheneau Eco,Ouest,Site Ouest 1,Site Ouest 1-Ag2,Plâtre,Profilés,Profilés,,1732.7
ART51960,Set Expert,Nord,Site Nord 2,Site Nord 2-Ag3,,Panneaux,Panneaux,592.0,5207.62
ART57927,Gamme Plus,Ouest,Site Ouest 1,Site Ouest 1-Ag3,Menuiserie,,Fenêtres,348.0,10704.74
ART14530,Bloc Confort,Est,Site Est 3,Site Est 3-Ag3,Outillage,Électroportatif,Électroportatif,494000.0,14341.85
ART69786,Battant Pro,Nord,Site Nord 1,Site Nord 1-Ag1,,Étanchéité,Étanchéité,664.0,
ART52903,Battant Pro,Nord,Site Nord 3,Site Nord 3-Ag2,Outillage,Électroportatif,Électroportatif,565.0,19141.04
ART53162,Battant Pro,,Site Ouest 1,Site Ouest 1-Ag4,,Étanchéité,Étanchéité,588.0,4679.34
ART63399,Ligne Basic,Nord,Site Nord 1,Site Nord 1-Ag1,Plâtre,Profilés,Profilés,96000.0,1346.22
ART17547,Cadre Alu,,Site Nord 3,Site Nord 3-Ag3,Menuiserie,Fenêtres,Fenêtres,640.0,26244.12
ART99016,Kit Standard,Est,Site Est 3,Site Est 3-Ag1,Couverture,Tuiles,Tuiles,278000.0,2577.73
ART13221,Bloc Confort,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Couverture,Zinguerie,Zinguerie,236.0,1455.17
ART53329,Battant Pro,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Menuiserie,Volets,Volets,172.0,10158.03
ART16826,Set Expert,,Site Est 2,Site Est 2-Ag1,Couverture,Tuiles,Tuiles,363.0,2905.61
ART35839,Ligne Basic,Nord,Site Nord 2,Site Nord 2-Ag4,Isolation,Laine,Laine,650.0,7730.67
ART69532,Cheneau Eco,Île-de-France,Site Île-de-France 1,Site Île-de-France 1-Ag4,Outillage,Mesure,Mesure,675.0,24262.26
ART89949,Cheneau Eco,,Site Nord 3,Site Nord 3-Ag1,Menuiserie,Portes,Portes,395.0,14542.23
ART40086,Gamme Plus,,Site Ouest 2,Site Ouest 2-Ag4,,Électroportatif,Électroportatif,442.0,
ART43296,Gamme Plus,Nord,Site Nord 3,Site Nord 3-Ag2,Couverture,,Zinguerie,97.0,262.12
ART10520,Bloc Confort,EST,Site Est 1,Site Est 1-Ag3,Plâtre,Enduits,Enduits,31.0,76.97
ART84920,Kit Standard,Île-de-France,Site Île-de-France 2,Site Île-de-France 2-Ag3,Plâtre,Plaques,Plaques,683.0,15575.95
ART80867,Ligne Basic,Est,Site Est 2,Site Est 2-Ag4,,Tuiles,Tuiles,555.0,8702.04
ART70465,Gamme Plus,Ouest,Site Ouest 2,Site Ouest 2-Ag1,,Mesure,Mesure,22.0,
ART59047,Set Expert,Nord,Site Nord 1,Site Nord 1-Ag3,Menuiserie,,Portes,371.0,14525.71
ART16657,Bloc Confort,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag3,,Zinguerie,Zinguerie,,987.5
ART37177,Battant Pro,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,,Profilés,Profilés,659.0,16395.05
ART91493,Gamme Plus,ÎLE-DE-FRANCE,Site Île-de-France 3,Site Île-de-France 3-Ag1,Outillage,Mesure,Mesure,375.0,20242.14
ART50702,Cheneau Eco,,Site Ouest 2,Site Ouest 2-Ag1,Isolation,,Laine,,3057.34
ART36506,Gamme Plus,Nord,Site Nord 2,Site Nord 2-Ag1,Couverture,Tuiles,Tuiles,360000.0,3548.2
ART41191,Cadre Alu,,Site Ouest 1,Site Ouest 1-Ag2,Plâtre,Plaques,Plaques,397.0,10676.58
ART40111,Kit Standard,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag2,Couverture,Tuiles,Tuiles,,15.3
ART78248,Cheneau Eco,Nord,Site Nord 2,Site Nord 2-Ag3,Couverture,Zinguerie,Zinguerie,680.0,
ART13037,Kit Standard,Île-de-France,Site Île-de-France 3,Site Île-de-France 3-Ag1,Menuiserie,,Fenêtres,594.0,26245.96
ART29506,Gamme Plus,Ouest,Site Ouest 2,Site Ouest 2-Ag4,Plâtre,,Plaques,335.0,1541.32
ART64922,Ligne Basic,Ouest,Site Ouest 2,Site Ouest 2-Ag1,Plâtre,Enduits,Enduits,209.0,1882.2
